tweet_id,date,user,favorite_count,retweet_count,text
1256220542321004546,2020-05-01 13:54:51,350NYC,0,4,"“Divesting from the #coal industry is the right thing to do for our planet  our future  and our children – and it’s the smart thing to do for investors and shareholders"" @NYCComptroller to @LibertyMutual @AIGinsurance &amp; Berkshire Hathaway::#InsureOurFuture:https://t.co/2Adh9sFARa"
1256220442500743170,2020-05-01 13:54:27,crabapplered,0,4,"“Divesting from the #coal industry is the right thing to do for our planet  our future  and our children – and it’s the smart thing to do for investors and shareholders"" @NYCComptroller to @LibertyMutual @AIGinsurance &amp; Berkshire Hathaway::#InsureOurFuture:https://t.co/2Adh9sFARa"
1256191882373152768,2020-05-01 12:00:58,NicholsClay,0,4,"“Divesting from the #coal industry is the right thing to do for our planet  our future  and our children – and it’s the smart thing to do for investors and shareholders"" @NYCComptroller to @LibertyMutual @AIGinsurance &amp; Berkshire Hathaway::#InsureOurFuture:https://t.co/2Adh9sFARa"
1256118405834461184,2020-05-01 07:09:00,pxbern,0,4,"“Divesting from the #coal industry is the right thing to do for our planet  our future  and our children – and it’s the smart thing to do for investors and shareholders"" @NYCComptroller to @LibertyMutual @AIGinsurance &amp; Berkshire Hathaway::#InsureOurFuture:https://t.co/2Adh9sFARa"
1256114440983863298,2020-05-01 06:53:14,EnviroDefenders,0,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1256106817400311820,2020-05-01 06:22:57,RichBrooks350,4,4,"“Divesting from the #coal industry is the right thing to do for our planet  our future  and our children – and it’s the smart thing to do for investors and shareholders"" @NYCComptroller to @LibertyMutual @AIGinsurance &amp; Berkshire Hathaway::#InsureOurFuture:https://t.co/2Adh9sFARa"
1256060884323045377,2020-05-01 03:20:25,joneishere,1,0,Hey @LibertyMutual::When will you stop insuring pipelines???:::#StopTMX:#InsureOurFuture:#StopTheMoneyPipeline https://t.co/aqxtUezCgU
1255872695578824708,2020-04-30 14:52:38,SculllyD,0,2,Big Insurance Is Propping Up Big Oil -- It’s Time to Pull the Plug.::https://t.co/tbKYtDe3TQ::#ClimateEmergency #StoptheMoneyPipeline #InsureOurFuture #NoKXL #StopTMX #Line3
1255869040683352067,2020-04-30 14:38:06,OurFutureBot,0,2,Big Insurance Is Propping Up Big Oil -- It’s Time to Pull the Plug.::https://t.co/tbKYtDe3TQ::#ClimateEmergency #StoptheMoneyPipeline #InsureOurFuture #NoKXL #StopTMX #Line3
1255867185454616576,2020-04-30 14:30:44,StopMoneyPipe,5,2,Big Insurance Is Propping Up Big Oil -- It’s Time to Pull the Plug.::https://t.co/tbKYtDe3TQ::#ClimateEmergency #StoptheMoneyPipeline #InsureOurFuture #NoKXL #StopTMX #Line3
1255718619050319872,2020-04-30 04:40:23,mmhhcox,0,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1255638619903209475,2020-04-29 23:22:30,mediafrendzee,0,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1255610909478785028,2020-04-29 21:32:23,sun09RE,0,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1255609291056308228,2020-04-29 21:25:57,earthlo70876049,0,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1255605216709230593,2020-04-29 21:09:46,dwatchnews,0,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1255591908799283208,2020-04-29 20:16:53,EarthRightsIntl,0,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1255588648323436545,2020-04-29 20:03:56,TheGentYYC,0,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1255587531279626240,2020-04-29 19:59:29,CoastalCndn,0,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1255586462638256128,2020-04-29 19:55:15,emily_manns,0,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1255584130953330696,2020-04-29 19:45:59,ECOWARRIORSS,0,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1255583914497847297,2020-04-29 19:45:07,StopMoneyPipe,15,11,For too long  insurance companies have hidden behind charismatic cartoon logos &amp; funny campaigns to escape the scrutiny they deserve for acting as central players in facilitating fossil fuel expansion. ::https://t.co/1CmScL7UEb::#StopTheMoneyPipeline #InsureOurFuture #Climate
1255348827458019334,2020-04-29 04:10:58,MarianneBrest,0,15,As companies cancel individual policies in vulnerable areas where global warming has heightened the incidence of fires and floods  the industry continues to cover new oil pipelines... #InsureOurFuture https://t.co/sieLLqX0kH
1255341298619428866,2020-04-29 03:41:03,wecprotects,0,3,Big Insurance Is Propping Up Big Oil -- It’s Time to Pull the Plug.::https://t.co/tbKYtDe3TQ::#ClimateEmergency #StoptheMoneyPipeline #InsureOurFuture #NoKXL #StopTMX #Line3
1255337772002484225,2020-04-29 03:27:02,OurFutureBot,0,3,Big Insurance Is Propping Up Big Oil -- It’s Time to Pull the Plug.::https://t.co/tbKYtDe3TQ::#ClimateEmergency #StoptheMoneyPipeline #InsureOurFuture #NoKXL #StopTMX #Line3
1255337275648626688,2020-04-29 03:25:04,StopMoneyPipe,6,3,Big Insurance Is Propping Up Big Oil -- It’s Time to Pull the Plug.::https://t.co/tbKYtDe3TQ::#ClimateEmergency #StoptheMoneyPipeline #InsureOurFuture #NoKXL #StopTMX #Line3
1255284724794380290,2020-04-28 23:56:15,lee_knuth,0,15,As companies cancel individual policies in vulnerable areas where global warming has heightened the incidence of fires and floods  the industry continues to cover new oil pipelines... #InsureOurFuture https://t.co/sieLLqX0kH
1255256961521799171,2020-04-28 22:05:55,carolinefglenn,0,15,As companies cancel individual policies in vulnerable areas where global warming has heightened the incidence of fires and floods  the industry continues to cover new oil pipelines... #InsureOurFuture https://t.co/sieLLqX0kH
1255232745443393539,2020-04-28 20:29:42,hismerecry,0,15,As companies cancel individual policies in vulnerable areas where global warming has heightened the incidence of fires and floods  the industry continues to cover new oil pipelines... #InsureOurFuture https://t.co/sieLLqX0kH
1255230418003136513,2020-04-28 20:20:27,SaveZPlanet,0,15,As companies cancel individual policies in vulnerable areas where global warming has heightened the incidence of fires and floods  the industry continues to cover new oil pipelines... #InsureOurFuture https://t.co/sieLLqX0kH
1255229987088666626,2020-04-28 20:18:44,RAN,0,15,As companies cancel individual policies in vulnerable areas where global warming has heightened the incidence of fires and floods  the industry continues to cover new oil pipelines... #InsureOurFuture https://t.co/sieLLqX0kH
1255183321585324032,2020-04-28 17:13:18,350Triangle,0,6,Big Insurance Is Propping Up Big Oil -- It’s Time to Pull the Plug.::https://t.co/tbKYtDe3TQ::#ClimateEmergency #StoptheMoneyPipeline #InsureOurFuture #NoKXL #StopTMX #Line3
1255168131888230403,2020-04-28 16:12:57,AbiFergus,0,6,Big Insurance Is Propping Up Big Oil -- It’s Time to Pull the Plug.::https://t.co/tbKYtDe3TQ::#ClimateEmergency #StoptheMoneyPipeline #InsureOurFuture #NoKXL #StopTMX #Line3
1255153907497463813,2020-04-28 15:16:25,350CT,0,6,Big Insurance Is Propping Up Big Oil -- It’s Time to Pull the Plug.::https://t.co/tbKYtDe3TQ::#ClimateEmergency #StoptheMoneyPipeline #InsureOurFuture #NoKXL #StopTMX #Line3
1255138761756704768,2020-04-28 14:16:14,NRVSierraClub,0,6,Big Insurance Is Propping Up Big Oil -- It’s Time to Pull the Plug.::https://t.co/tbKYtDe3TQ::#ClimateEmergency #StoptheMoneyPipeline #InsureOurFuture #NoKXL #StopTMX #Line3
1255119674083344385,2020-04-28 13:00:23,flor_ali,0,15,As companies cancel individual policies in vulnerable areas where global warming has heightened the incidence of fires and floods  the industry continues to cover new oil pipelines... #InsureOurFuture https://t.co/sieLLqX0kH
